word,meaning,sort,title,phonetic,definition
lead,n. 铅,10,Chapter 10 物品材料,/liːd/,A word in this category
brass,n. 黄铜；黄铜制品,10,Chapter 10 物品材料,/brɑːs/,A word in this category
bronze,n. 青铜；青铜艺术品,10,Chapter 10 物品材料,/brɒnz/,A word in this category
cement,n. 水泥；胶接剂 v. 使黏结,10,Chapter 10 物品材料,/sɪˈment/,A word in this category
pitch,n. 沥青,10,Chapter 10 物品材料,/pɪtʃ/,A word in this category
lime,n. 石灰,10,Chapter 10 物品材料,/laɪm/,A word in this category
plaster,n. 灰泥；熟石膏,10,Chapter 10 物品材料,/ˈplɑːstə(r)/,A word in this category
leather,n. 皮革；(尤指骑摩托车者穿的)皮衣,10,Chapter 10 物品材料,/ˈleðə(r)/,A word in this category
plastic,n. 塑料 adj. 有塑性的；塑料的,10,Chapter 10 物品材料,/ˈplæstɪk/,A word in this category
fibre,(= fiber)n. 纤维；纤维素,10,Chapter 10 物品材料,/ˈfaɪbə(r)/,A word in this category
fabric,n. 织物，布料,10,Chapter 10 物品材料,/ˈfæbrɪk/,A word in this category
knit,v. 编织，针织,10,Chapter 10 物品材料,/nɪt/,A word in this category
weave,v. 编织；编造,10,Chapter 10 物品材料,/wiːv/,A word in this category
canvas,n. 帆布；油画布,10,Chapter 10 物品材料,/ˈkænvəs/,A word in this category
linen,n.亚麻布：亚麻织品,10,Chapter 10 物品材料,/ˈlɪnɪn/,A word in this category
cotton,n. 棉；棉线；棉布,10,Chapter 10 物品材料,/ˈkɒtn/,A word in this category
nylon,n. 尼龙,10,Chapter 10 物品材料,/ˈnaɪlɒn/,A word in this category
lumber,n. 木材，木料,10,Chapter 10 物品材料,/ˈlʌmbə(r)/,A word in this category
wooden,adj. 木制的；呆板的,10,Chapter 10 物品材料,/ˈwʊdn/,A word in this category
mine,n. 矿，矿井；地雷,10,Chapter 10 物品材料,/maɪn/,A word in this category
pit,n. 深坑；煤矿；潜在危险,10,Chapter 10 物品材料,/pɪt/,A word in this category
fuel,n.燃料 v.给......加燃料,10,Chapter 10 物品材料,/ˈfjuːəl/,A word in this category
lubricate,v. 润滑，加润滑油于,10,Chapter 10 物品材料,/ˈluːbrɪkeɪt/,A word in this category
diamond,n. 金刚石，钻石；菱形,10,Chapter 10 物品材料,/ˈdaɪmənd; ˈdaɪəmənd/,A word in this category
crystal,n. 水晶；结晶，晶体,10,Chapter 10 物品材料,/ˈkrɪst(ə)l/,A word in this category
inferior,adj.差的；下级的，低等的 n.级别(或地位)低的人；次品,10,Chapter 10 物品材料,/ɪnˈfɪəriə(r)/,A word in this category
counterfeit,adj. 假冒的 v. 伪造,10,Chapter 10 物品材料,/ˈkaʊntəfɪt/,A word in this category
fake,adj. 假冒的 n. 冒充者；假货,10,Chapter 10 物品材料,/feɪk/,A word in this category
miniature,adj. 微型的，很小的 n. 缩微模型；微型画,10,Chapter 10 物品材料,/ˈmɪnɪtʃə(r)/,A word in this category
fragile,adj.易碎的；脆弱的,10,Chapter 10 物品材料,/ˈfrædʒaɪl/,A word in this category
durable,adj. 耐用的，持久的,10,Chapter 10 物品材料,/ˈdjʊərəb(ə)l/,A word in this category
available,adj.可获得的,10,Chapter 10 物品材料,/əˈveɪləb(ə)l/,A word in this category
perfect,adj. 完美的,11,Chapter 11 时尚潮流,/ˈpɜːfɪkt/,A word in this category
extravagant,adj. 奢侈的；过分的,11,Chapter 11 时尚潮流,/ɪkˈstrævəɡənt/,A word in this category
fashion,n. 时尚 v.制作，制成,11,Chapter 11 时尚潮流,/ˈfæʃ(ə)n/,A word in this category
style,n. 风格；样式；时尚,11,Chapter 11 时尚潮流,/staɪl/,A word in this category
trend,n.趋势，倾向,11,Chapter 11 时尚潮流,/trend/,A word in this category
tendency,n. 趋势；倾向，偏好,11,Chapter 11 时尚潮流,/ˈtendənsi/,A word in this category
current,n. 潮流，趋势 adj. 当前的,11,Chapter 11 时尚潮流,/ˈkʌrənt/,Water or air moving in one direction
popularity,n. 流行,11,Chapter 11 时尚潮流,/ˌpɒpjuˈlærəti/,A word in this category
vogue,n.流行,11,Chapter 11 时尚潮流,/vəʊɡ/,A word in this category
prevail,v.盛行；获胜,11,Chapter 11 时尚潮流,/prɪˈveɪl/,A word in this category
model,n.模型；模范；模特儿v.使模仿,11,Chapter 11 时尚潮流,/ˈmɒd(ə)l/,A word in this category
icon,n.偶像；图标,11,Chapter 11 时尚潮流,/ˈaɪkɒn/,A word in this category
idol,n.偶像，受到崇拜的人或物；神像,11,Chapter 11 时尚潮流,/ˈaɪdl/,A word in this category
luxury,n. 奢侈；奢侈品,11,Chapter 11 时尚潮流,/ˈlʌkʃəri/,A word in this category
jewellery,(= jewelry ) n.珠宝，首饰,11,Chapter 11 时尚潮流,/ˈdʒuːəlri/,A word in this category
jewel,n.宝石,11,Chapter 11 时尚潮流,/ˈdʒuːəl/,A word in this category
gem,n. 宝石；珍品,11,Chapter 11 时尚潮流,/dʒem/,A word in this category
jade,n.玉石，翡翠,11,Chapter 11 时尚潮流,/dʒeɪd/,A word in this category
adorn,v.装饰，装扮,11,Chapter 11 时尚潮流,/əˈdɔːn/,A word in this category
ornament,n.装饰晶 v.装饰,11,Chapter 11 时尚潮流,/ˈɔːnəmənt/,A word in this category
embellish,v.修饰,11,Chapter 11 时尚潮流,/ɪmˈbelɪʃ/,A word in this category
embroider,v.对(故事等)加以渲染；在......上刺绣,11,Chapter 11 时尚潮流,/ɪmˈbrɔɪdə(r)/,A word in this category
hairdressing,n美发，理发,11,Chapter 11 时尚潮流,/ˈheədresɪŋ/,A word in this category
pigment,n.色素；颜料,11,Chapter 11 时尚潮流,/ˈpɪɡmənt/,A word in this category
dye,n.染料；(染上的)颜色v.染,11,Chapter 11 时尚潮流,/daɪ/,A word in this category
masquerade,n. 化装舞会 v. 化装；假扮,11,Chapter 11 时尚潮流,/ˌmæskəˈreɪd; ˌmɑːskəˈreɪd/,A word in this category
veil,n.面纱；遮蔽物,11,Chapter 11 时尚潮流,/veɪl/,A word in this category
costume,n. 戏服；(某历史时期或某地的)服装,11,Chapter 11 时尚潮流,/ˈkɒstjuːm/,A word in this category
fascinate,v.迷住,11,Chapter 11 时尚潮流,/ˈfæsɪneɪt/,A word in this category
decent,adj. 得体的；尚好的,11,Chapter 11 时尚潮流,/ˈdiːsnt/,A word in this category
exquisite,adj.精致的；雅致的,11,Chapter 11 时尚潮流,/ɪkˈskwɪzɪt/,A word in this category
grace,n.优美，优雅,11,Chapter 11 时尚潮流,/ɡreɪs/,A word in this category
elegance,n.文雅，典雅,11,Chapter 11 时尚潮流,/ˈelɪɡəns/,A word in this category
appearance,n.外貌；出现,11,Chapter 11 时尚潮流,/əˈpɪərəns/,A word in this category
cosmetics,n.化妆品,11,Chapter 11 时尚潮流,/kɒzˈmetɪks/,A word in this category
make-up,n. 化妆品；组成成分；性格,11,Chapter 11 时尚潮流,/ˈmeɪk ʌp/,A word in this category
handsome,adj.数量大的；英俊的,11,Chapter 11 时尚潮流,/ˈhænsəm/,A word in this category
charming,adj.迷人的,11,Chapter 11 时尚潮流,/ˈtʃɑːmɪŋ/,A word in this category
pretty,adj.漂亮的adv.相当地,11,Chapter 11 时尚潮流,/ˈprɪti/,A word in this category
beautiful,adj.美丽的,11,Chapter 11 时尚潮流,/ˈbjuːtɪf(ə)l/,A word in this category
ugly,adj.丑陋的,11,Chapter 11 时尚潮流,/ˈʌɡli/,A word in this category
dress,n.衣服；连衣帽,11,Chapter 11 时尚潮流,/dres/,A word in this category
clothe,v. 给......穿衣；为……提供衣服,11,Chapter 11 时尚潮流,/kləʊð/,A word in this category
uniform,n.制服adj.一致的,11,Chapter 11 时尚潮流,/ˈjuːnɪfɔːm/,A word in this category
garment,n. (一件)衣服,11,Chapter 11 时尚潮流,/ˈɡɑːmənt/,A word in this category
laundry,n.洗衣店；要(或正在)洗的衣物，刚洗好的衣物,11,Chapter 11 时尚潮流,/ˈlɔːndri/,A word in this category
wardrobe,n.衣柜；(某人的)全部服装,11,Chapter 11 时尚潮流,/ˈwɔːdrəʊb/,A word in this category
overall,n. ［英］(工作时穿的)罩衣，adj.全面的,11,Chapter 11 时尚潮流,/ˌəʊvərˈɔːl/,A word in this category
overcoat,n.大衣,11,Chapter 11 时尚潮流,/ˈəʊvəkəʊt/,A word in this category
robe,n.长袍；浴袍,11,Chapter 11 时尚潮流,/rəʊb/,A word in this category
gown,n. 长外衣；女礼服,11,Chapter 11 时尚潮流,/ɡaʊn/,A word in this category
sweater,n.毛衣，线衣,11,Chapter 11 时尚潮流,/ˈswetə(r)/,A word in this category
jacket,n.夹克衫,11,Chapter 11 时尚潮流,/ˈdʒækɪt/,A word in this category
skirt,n.裙子,11,Chapter 11 时尚潮流,/skɜːt/,A word in this category
jeans,n.牛仔裤,11,Chapter 11 时尚潮流,/dʒiːnz/,A word in this category
trousers,n. ［尤英］裤子,11,Chapter 11 时尚潮流,/ˈtraʊzəz/,A word in this category
clasp,n.搭扣 v.扣住,11,Chapter 11 时尚潮流,/klɑːsp/,A word in this category
button,n. 纽扣；按钮 v.扣上......的纽扣,11,Chapter 11 时尚潮流,/ˈbʌt(ə)n/,A word in this category
wrap,V.裹，包；用......缠绕,11,Chapter 11 时尚潮流,/ræp/,A word in this category
chain,n.连锁店；一连串(人或事物),11,Chapter 11 时尚潮流,/tʃeɪn/,A word in this category
glove,n.手套,11,Chapter 11 时尚潮流,/ɡlʌv/,A word in this category
hat,n.(常指带惰的)帽子,11,Chapter 11 时尚潮流,/hæt/,A word in this category
cap,n.(有帽舌的)帽子(经费等的)最高限额,11,Chapter 11 时尚潮流,/kæp/,A word in this category
brim,n.边缘；帽檐,11,Chapter 11 时尚潮流,/brɪm/,A word in this category
scarf,n.围巾，头巾,11,Chapter 11 时尚潮流,/skɑːf/,A word in this category
handkerchief,n.手帕,11,Chapter 11 时尚潮流,/ˈhæŋkətʃɪf/,A word in this category
purse,n. ［尤英］钱包；［美］小手提包,11,Chapter 11 时尚潮流,/pɜːs/,A word in this category
wallet,n.钱包，皮夹子,11,Chapter 11 时尚潮流,/ˈwɒlɪt/,A word in this category
vest,n. ［英］汗衫；［美］西装背心,11,Chapter 11 时尚潮流,/vest/,A word in this category
cloak,n.斗篷；覆盖物,11,Chapter 11 时尚潮流,/kləʊk/,A word in this category
collar,n.衣领；项圈,11,Chapter 11 时尚潮流,/ˈkɒlə(r)/,A word in this category
sleeve,n.袖子,11,Chapter 11 时尚潮流,/sliːv/,A word in this category
sock,n.短袜,11,Chapter 11 时尚潮流,/sɒk/,A word in this category
stocking,n. (女式)长筒袜,11,Chapter 11 时尚潮流,/ˈstɒkɪŋ/,A word in this category
slipper,n.拖鞋,11,Chapter 11 时尚潮流,/ˈslɪpə(r)/,A word in this category
boot,n.靴子,11,Chapter 11 时尚潮流,/buːt/,A word in this category
lace,n.鞋带；花边,11,Chapter 11 时尚潮流,/leɪs/,A word in this category
tailor,n.裁缝v.专门制作,11,Chapter 11 时尚潮流,/ˈteɪlə(r)/,A word in this category
sew,v.缝制，缝补,11,Chapter 11 时尚潮流,/səʊ/,A word in this category
spin,v.纺；(使)旋转 n.高速旋转；(乘车)兜风,11,Chapter 11 时尚潮流,/spɪn/,A word in this category
stitch,n.针脚v.缝,11,Chapter 11 时尚潮流,/stɪtʃ/,A word in this category
needle,n.针,11,Chapter 11 时尚潮流,/ˈniːd(ə)l/,A word in this category
pin,n. 别针，大头针v.别住，钉住,11,Chapter 11 时尚潮流,/pɪn/,A word in this category
string,n.线；一串,11,Chapter 11 时尚潮流,/strɪŋ/,A word in this category
thread,n.线；螺纹,11,Chapter 11 时尚潮流,/θred/,A word in this category
strap,n.带子 v.用带子系(或捆、扎),11,Chapter 11 时尚潮流,/stræp/,A word in this category
stripe,n.条纹,11,Chapter 11 时尚潮流,/straɪp/,A word in this category
ribbon,n.缎带，丝带,11,Chapter 11 时尚潮流,/ˈrɪbən/,A word in this category
belt,n.腰带，皮带；地带，地区,11,Chapter 11 时尚潮流,/belt/,A word in this category
bracelet,n.手镯,11,Chapter 11 时尚潮流,/ˈbreɪslət/,A word in this category
necklace,n.项链,11,Chapter 11 时尚潮流,/ˈnekləs/,A word in this category
bead,n.珠子；(液体的)小滴 v.形成珠状,11,Chapter 11 时尚潮流,/biːd/,A word in this category
textile,adj.纺织的n.纺织品,11,Chapter 11 时尚潮流,/ˈtekstaɪl/,A word in this category
velvet,n.丝绒，天鹅绒,11,Chapter 11 时尚潮流,/ˈvelvɪt/,A word in this category
wool,n.(羊等的)毛毛线,11,Chapter 11 时尚潮流,/wʊl/,A word in this category
patch,n.补丁；(与周围不同的)小片 v.补缀,11,Chapter 11 时尚潮流,/pætʃ/,A word in this category
rag,n.破布,11,Chapter 11 时尚潮流,/ræɡ/,A word in this category
shabby,adj.破旧的；衣衫褴褛的,11,Chapter 11 时尚潮流,/ˈʃæbi/,A word in this category
tight,adj.紧的,11,Chapter 11 时尚潮流,/taɪt/,A word in this category
colour,(=color)n.颜色颜料,11,Chapter 11 时尚潮流,/ˈkʌlə(r)/,A word in this category
white,adj.白的  n.白色,11,Chapter 11 时尚潮流,/waɪt/,A word in this category
yellow,adj.黄的n.黄色,11,Chapter 11 时尚潮流,/ˈjeləʊ/,A word in this category
brown,adj.褐色的n.褐色,11,Chapter 11 时尚潮流,/braʊn/,A word in this category
grey,( = gray) adj.灰色的n.灰色,11,Chapter 11 时尚潮流,/ɡreɪ/,A word in this category
pink,adj.粉红色的n.粉红色,11,Chapter 11 时尚潮流,/pɪŋk/,A word in this category
purple,adj.紫的 n.紫色,11,Chapter 11 时尚潮流,/ˈpɜːp(ə)l/,A word in this category
tan,adj.棕黄色的n.棕黄色；晒成的棕褐色,11,Chapter 11 时尚潮流,/tæn/,A word in this category
fade,v.逐渐消失；(使)褪色,11,Chapter 11 时尚潮流,/feɪd/,A word in this category
stain,v.染污；n.污渍,11,Chapter 11 时尚潮流,/steɪn/,A word in this category
blot,n.污点,11,Chapter 11 时尚潮流,/blɒt/,A word in this category
figure,n.身材；身影；重要人物；数字  v.认为,11,Chapter 11 时尚潮流,/ˈfɪɡə(r)/,A word in this category
slender,adj.苗条的；微弱的,11,Chapter 11 时尚潮流,/ˈslendə(r)/,A word in this category
slight,adj.纤细的；轻微的,11,Chapter 11 时尚潮流,/slaɪt/,A word in this category
order,n.次序；整齐 v.命令,12,Chapter 12 饮食健康,/ˈɔːdə(r)/,A word in this category
food,n.食物,12,Chapter 12 饮食健康,/fuːd/,A word in this category
diet,n.日常饮食；(医生指定的)特别饮食；节食,12,Chapter 12 饮食健康,/ˈdaɪət/,A word in this category
appetite,n.食欲；强烈欲望,12,Chapter 12 饮食健康,/ˈæpɪtaɪt/,A word in this category
treat,v.请(客)对待治疗,12,Chapter 12 饮食健康,/triːt/,A word in this category
cater,v.为……提供饮食；满足......的需要,12,Chapter 12 饮食健康,/ˈkeɪtə(r)/,A word in this category
provision,n.供应；预备；【~s】食品供应,12,Chapter 12 饮食健康,/prəˈvɪʒ(ə)n/,A word in this category
edible,adj.可以吃的,12,Chapter 12 饮食健康,/ˈedəb(ə)l/,A word in this category
recipe,n.食谱；秘诀,12,Chapter 12 饮食健康,/ˈresəpɪ/,A word in this category
restaurant,n.餐馆,12,Chapter 12 饮食健康,/ˈrestrɒnt/,A word in this category
refectory,n. (学校或其他机构的)食堂，餐厅,12,Chapter 12 饮食健康,/rɪˈfektəri/,A word in this category
bar,n.酒吧；吧台,12,Chapter 12 饮食健康,/bɑː(r)/,A word in this category
cafeteria,n.自助餐厅,12,Chapter 12 饮食健康,/ˌkæfəˈtɪəriə/,A word in this category
buffet,n.自助餐,12,Chapter 12 饮食健康,/ˈbʌfeɪ; ˈbʊfeɪ/,A word in this category
barbecue,n.烧烤野餐；烤架  v.烧烤,12,Chapter 12 饮食健康,/ˈbɑːbɪkjuː/,A word in this category
supper,n.晚餐,12,Chapter 12 饮食健康,/ˈsʌpə(r)/,A word in this category
banquet,n.宴会,12,Chapter 12 饮食健康,/ˈbæŋkwɪt/,A word in this category
refreshment,n.【~s】茶点，点心,12,Chapter 12 饮食健康,/rɪˈfreʃmənt/,A word in this category
snack,n.快餐，小吃，零食,12,Chapter 12 饮食健康,/snæk/,A word in this category
appetiser,( = appetizer) n.开胃饮料，开胃小吃,12,Chapter 12 饮食健康,/ˈæpəˌtaɪzə(r)/,A word in this category
cuisine,n.菜肴；烹饪,12,Chapter 12 饮食健康,/kwɪˈziːn/,A word in this category
menu,n.菜单,12,Chapter 12 饮食健康,/ˈmenjuː/,A word in this category
takeaway,n.【英】外卖餐馆，外卖食物,12,Chapter 12 饮食健康,/ˈteɪkəweɪ/,A word in this category
chef,n.厨师,12,Chapter 12 饮食健康,/ʃef/,A word in this category
gourmet,n.美食家  adj.美味佳肴的,12,Chapter 12 饮食健康,/ˈɡʊəmeɪ/,A word in this category
vegetarian,n.素食者  adj.素食的无肉的,12,Chapter 12 饮食健康,/ˌvedʒəˈteəriən/,A word in this category
cutlery,n.餐具；刀具,12,Chapter 12 饮食健康,/ˈkʌtləri/,A word in this category
silver,n.银；银器adj，银的；银色的,12,Chapter 12 饮食健康,/ˈsɪlvə(r)/,A word in this category
ceramic,adj.陶瓷的 n.陶瓷制品,12,Chapter 12 饮食健康,/səˈræmɪk/,A word in this category
porcelain,n.瓷器；瓷,12,Chapter 12 饮食健康,/ˈpɔːsəlɪn/,A word in this category
bowl,n.碗,12,Chapter 12 饮食健康,/bəʊl/,A word in this category
dish,n.碟；菜肴,12,Chapter 12 饮食健康,/dɪʃ/,A word in this category
saucer,n.茶托，茶碟,12,Chapter 12 饮食健康,/ˈsɔːsə(r)/,A word in this category
tray,n.盘，托盘,12,Chapter 12 饮食健康,/treɪ/,A word in this category
fork,n.餐叉；分岔处,12,Chapter 12 饮食健康,/fɔːk/,A word in this category
knife,n.刀,12,Chapter 12 饮食健康,/naɪf/,A word in this category
spoon,n. 匙，调羹,12,Chapter 12 饮食健康,/spuːn/,A word in this category
glass,n.玻璃；玻璃杯,12,Chapter 12 饮食健康,/ɡlɑːs/,A word in this category
mug,n.大杯，马克杯,12,Chapter 12 饮食健康,/mʌɡ/,A word in this category
kettle,n.水壶【美】锅,12,Chapter 12 饮食健康,/ˈket(ə)l/,A word in this category
pan,n.平底锅【美】烤盘,12,Chapter 12 饮食健康,/pæn/,A word in this category
pot,n.锅；壶,12,Chapter 12 饮食健康,/pɒt/,A word in this category
stove,n.炉子,12,Chapter 12 饮食健康,/stəʊv/,A word in this category
furnace,n.熔炉,12,Chapter 12 饮食健康,/ˈfɜːnɪs/,A word in this category
oven,n.烤炉，烤箱,12,Chapter 12 饮食健康,/ˈʌv(ə)n/,A word in this category
tin,n.锡；罐头,12,Chapter 12 饮食健康,/tɪn/,A word in this category
lid,n.盖子,12,Chapter 12 饮食健康,/lɪd/,A word in this category
drink,v.饮，喝；喝酒n.饮料,12,Chapter 12 饮食健康,/drɪŋk/,A word in this category
beverage,n. (水以外的)饮料,12,Chapter 12 饮食健康,/ˈbevərɪdʒ/,A word in this category
juice,n.果汁，菜汁,12,Chapter 12 饮食健康,/dʒuːs/,A word in this category
soda,n.无水碳酸钠；苏打水；【美】汽水,12,Chapter 12 饮食健康,/ˈsəʊdə/,A word in this category
coffee,n.咖啡,12,Chapter 12 饮食健康,/ˈkɒfi/,A word in this category
alcohol,n.酒精，乙醇酒,12,Chapter 12 饮食健康,/ˈælkəhɒl/,A word in this category
liquor,n.烈性酒,12,Chapter 12 饮食健康,/ˈlɪkə(r)/,A word in this category
whisky,(=whiskey) n.威士忌酒,12,Chapter 12 饮食健康,/ˈwɪski/,A word in this category
brandy,n.白兰地酒,12,Chapter 12 饮食健康,/ˈbrændi/,A word in this category
drunk,adj.醉的,12,Chapter 12 饮食健康,/drʌŋk/,A word in this category
peel,V. 剥落；掉漆；脱皮,12,Chapter 12 饮食健康,/piːl/,A word in this category
tobacco,n.烟草,12,Chapter 12 饮食健康,/təˈbækəʊ/,A word in this category
cigarette,n.香烟,12,Chapter 12 饮食健康,/ˌsɪɡəˈret/,A word in this category
sober,adj.清醒的头脑清醒的  v.(使)醒酒,12,Chapter 12 饮食健康,/ˈsəʊbə(r)/,A word in this category
vegetable,n.蔬菜,12,Chapter 12 饮食健康,/ˈvedʒtəb(ə)l/,A word in this category
tomato,n.番茄,12,Chapter 12 饮食健康,/təˈmɑːtəʊ/,A word in this category
potato,n.马铃薯,12,Chapter 12 饮食健康,/pəˈteɪtəʊ/,A word in this category
pea,n.豌豆,12,Chapter 12 饮食健康,/piː/,A word in this category
bean,n.豆,12,Chapter 12 饮食健康,/biːn/,A word in this category
cucumber,n.黄瓜,12,Chapter 12 饮食健康,/ˈkjuːkʌmbə(r)/,A word in this category
cabbage,n.洋白菜，卷心菜，甘蓝,12,Chapter 12 饮食健康,/ˈkæbɪdʒ/,A word in this category
onion,n.洋葱,12,Chapter 12 饮食健康,/ˈʌnjən/,A word in this category
mushroom,n.蘑菇  v.呈蘑菇状扩散,12,Chapter 12 饮食健康,/ˈmʌʃrʊm/,A word in this category
eggplant,n.茄子,12,Chapter 12 饮食健康,/ˈeɡplɑːnt/,A word in this category
carrot,n.胡萝卜,12,Chapter 12 饮食健康,/ˈkærət/,A word in this category
turnip,n.芜菁,12,Chapter 12 饮食健康,/ˈtɜːnɪp/,A word in this category
radish,n.樱桃萝卜,12,Chapter 12 饮食健康,/ˈrædɪʃ/,A word in this category
fruit,n.水果，成果；v.结果实,12,Chapter 12 饮食健康,/fruːt/,A word in this category
strip,v.剥去，除去  n.条，带,12,Chapter 12 饮食健康,/strɪp/,A word in this category
core,n.果核,12,Chapter 12 饮食健康,/kɔː(r)/,The middle part of something
hull,n.(果实等的)外壳；船体 v.剥去(果实等的)外壳,12,Chapter 12 饮食健康,/hʌl/,A word in this category
cherry,n.樱桃；樱桃树,12,Chapter 12 饮食健康,/ˈtʃeri/,A word in this category
berry,n.浆果,12,Chapter 12 饮食健康,/ˈberi/,A word in this category
grape,n.葡萄,12,Chapter 12 饮食健康,/ɡreɪp/,A word in this category
papaya,n.番木瓜,12,Chapter 12 饮食健康,/pəˈpaɪə/,A word in this category
peach,n.桃子,12,Chapter 12 饮食健康,/piːtʃ/,A word in this category
pear,n.梨,12,Chapter 12 饮食健康,/peə(r)/,A word in this category
plum,n.李子；梅子,12,Chapter 12 饮食健康,/plʌm/,A word in this category
orange,n.橙子,12,Chapter 12 饮食健康,/ˈɒrɪndʒ/,A word in this category
melon,n.瓜，甜瓜,12,Chapter 12 饮食健康,/ˈmelən/,A word in this category
lemon,n.柠檬,12,Chapter 12 饮食健康,/ˈlemən/,A word in this category
kiwi,n.猕猴桃，奇异果,12,Chapter 12 饮食健康,/ˈkiːwi/,A word in this category
crop,n.庄稼；收成，产量,12,Chapter 12 饮食健康,/krɒp/,A word in this category
corn,n.【英】(小麦等)谷物【美】玉米,12,Chapter 12 饮食健康,/kɔːn/,A word in this category
grain,n.谷物；颗粒,12,Chapter 12 饮食健康,/ɡreɪn/,A word in this category
wheat,n.小麦,12,Chapter 12 饮食健康,/wiːt/,A word in this category
reap,v.收割；收获,12,Chapter 12 饮食健康,/riːp/,A word in this category
flour,n.面粉；粉状物质,12,Chapter 12 饮食健康,/ˈflaʊə(r)/,A word in this category
porridge,n.麦片粥,12,Chapter 12 饮食健康,/ˈpɒrɪdʒ/,A word in this category
paste,n.糨糊；面团,12,Chapter 12 饮食健康,/peɪst/,A word in this category
livestock,n.家畜,12,Chapter 12 饮食健康,/ˈlaɪvstɒk/,A word in this category
chicken,n.鸡,12,Chapter 12 饮食健康,/ˈtʃɪkɪn/,A word in this category
turkey,n.火鸡,12,Chapter 12 饮食健康,/ˈtɜːki/,A word in this category
beef,n.牛肉,12,Chapter 12 饮食健康,/biːf/,A word in this category
pork,n.猪肉,12,Chapter 12 饮食健康,/pɔːk/,A word in this category
mutton,n.羊肉,12,Chapter 12 饮食健康,/ˈmʌtn/,A word in this category
sausage,n.香肠,12,Chapter 12 饮食健康,/ˈsɒsɪdʒ/,A word in this category
fish,n.鱼v.钓鱼,12,Chapter 12 饮食健康,/fɪʃ/,A word in this category
pond,n.池塘,12,Chapter 12 饮食健康,/pɒnd/,A word in this category
rod,n.杆，竿,12,Chapter 12 饮食健康,/rɒd/,A word in this category
dairy,n.乳制品；乳品店  adj.乳制的,12,Chapter 12 饮食健康,/ˈdeəri/,A word in this category
milk,n.奶 v.挤奶,12,Chapter 12 饮食健康,/mɪlk/,A word in this category
yogurt,n.酸奶,12,Chapter 12 饮食健康,/ˈjɒɡət/,A word in this category
cream,n.奶油,12,Chapter 12 饮食健康,/kriːm/,A word in this category
cheese,n.奶酪,12,Chapter 12 饮食健康,/tʃiːz/,A word in this category
supplement,n. 营养补剂；补贴   v. 增补，补充,12,Chapter 12 饮食健康,/ˈsʌplɪmənt/,A word in this category
butter,n.黄油v.涂黄油,12,Chapter 12 饮食健康,/ˈbʌtə(r)/,A word in this category
salad,n.色拉,12,Chapter 12 饮食健康,/ˈsæləd/,A word in this category
sandwich,v.把……夹入 n.三明治,12,Chapter 12 饮食健康,/ˈsænwɪtʃ/,A word in this category
hamburger,n.汉堡包；汉堡牛肉饼,12,Chapter 12 饮食健康,/ˈhæmbɜːɡə(r)/,A word in this category
loaf,n.一条(面包)v.游荡，闲逛,12,Chapter 12 饮食健康,/ləʊf/,A word in this category
pie,n.馅饼，派,12,Chapter 12 饮食健康,/paɪ/,A word in this category
pizza,n.比萨饼,12,Chapter 12 饮食健康,/ˈpiːtsə/,A word in this category
pasta,n.意大利面食,12,Chapter 12 饮食健康,/ˈpæstə/,A word in this category
spaghetti,n.意大利细面条,12,Chapter 12 饮食健康,/spəˈɡeti/,A word in this category
soup,n.汤,12,Chapter 12 饮食健康,/suːp/,A word in this category
pudding,n. 冷布丁；热布丁糕,12,Chapter 12 饮食健康,/ˈpʊdɪŋ/,A word in this category
biscuit,n.【英】饼干【美】烤饼，小圆面包,12,Chapter 12 饮食健康,/ˈbɪskɪt/,A word in this category
jam,n.果酱,12,Chapter 12 饮食健康,/dʒæm/,A word in this category
nut,n.坚果；螺母,12,Chapter 12 饮食健康,/nʌt/,A word in this category
chocolate,n.巧克力,12,Chapter 12 饮食健康,/ˈtʃɒklət/,A word in this category
ice cream,n.冰激凌,12,Chapter 12 饮食健康,/ˈaɪs kriːm/,A word in this category
vanilla,n.香草adj.香草味的,12,Chapter 12 饮食健康,/vəˈnɪlə/,A word in this category
mustard,n.芥末；芥菜,12,Chapter 12 饮食健康,/ˈmʌstəd/,A word in this category
wasabi,n.山葵；山葵根,12,Chapter 12 饮食健康,/wəˈsɑːbi/,A word in this category
pepper,n.胡椒粉；柿子椒,12,Chapter 12 饮食健康,/ˈpepə(r)/,A word in this category
ginger,n.姜,12,Chapter 12 饮食健康,/ˈdʒɪndʒə(r)/,A word in this category
garlic,n.蒜,12,Chapter 12 饮食健康,/ˈɡɑːlɪk/,A word in this category
scallion,n.大葱,12,Chapter 12 饮食健康,/ˈskæliən/,A word in this category
vinegar,n.醋,12,Chapter 12 饮食健康,/ˈvɪnɪɡə(r)/,A word in this category
salt,n.盐,12,Chapter 12 饮食健康,/sɔːlt; sɒlt/,A word in this category
sugar,n.糖,12,Chapter 12 饮食健康,/ˈʃʊɡə(r)/,A word in this category
candy,n.糖果,12,Chapter 12 饮食健康,/ˈkændi/,A word in this category
honey,n.蜂蜜,12,Chapter 12 饮食健康,/ˈhʌni/,A word in this category
flavour,(=flavor)n.味道口味特色，风格,12,Chapter 12 饮食健康,/ˈfleɪvə(r)/,A word in this category
sour,adj.酸的；闷闷不乐的,12,Chapter 12 饮食健康,/ˈsaʊə(r)/,A word in this category
